review_id,review_text,label,rating,verified_purchase,product,word_count,exclamation_count,caps_ratio,helpful_votes
441,"OMG this Speaker changed my life forever!!! PERFECT!!! Such a outstanding Speaker, will buy again!!!!!",Fake,4,No,Speaker,15,11,0.1710526315789473,8
442,Good build quality. Feels sturdy and well made. Happy with the purchase.,Genuine,5,Yes,Non-stick Pan,12,0,0.0517241379310344,6
443,Comfortable and well made. Worth the money. No complaints.,Genuine,5,Yes,Backpack,9,0,0.0638297872340425,3
444,Bought after some research. It meets my requirements. No complaints.,Genuine,5,Yes,Desk Lamp,10,0,0.0535714285714285,17
445,I was skeptical but it turned out to be a great buy. Using it daily.,Genuine,5,No,Mechanical Keyboard,15,0,0.0384615384615384,12
446,The product is as described. No complaints from my side.,Genuine,5,Yes,Vitamin C Tablets,10,0,0.0444444444444444,10
447,Has a few minor quirks but overall a good product. Does the job.,Genuine,5,No,Mechanical Keyboard,13,0,0.04,3
448,"The quality of this Desk Lamp blew me away!!! Completely worth it!!! Such a outstanding Desk Lamp, will buy again!!!!",Fake,5,Yes,Desk Lamp,20,10,0.0804597701149425,3
449,Works reliably every day. No complaints so far. Good value.,Genuine,4,No,Gaming Mouse,10,0,0.0638297872340425,9
450,The product arrived on time and works exactly as described. Very happy with my purchase. No complaints.,Genuine,4,Yes,Mechanical Keyboard,17,0,0.0357142857142857,4
451,Replaced my old one with this and it's definitely better.,Genuine,4,No,Moisturizer,10,0,0.0217391304347826,8
452,Decent build for the cost. Not premium but reliable.,Genuine,5,Yes,Hair Dryer,9,0,0.0476190476190476,2
453,"AMAZING AMAZING AMAZING Notebook!!! You will not regret this!!! The Notebook is phenomenal, cannot recommend enough!!!!!",Fake,5,No,Notebook,16,11,0.2688172043010752,16
454,Never been more happy with a purchase!!! This Non-stick Pan is the best!!!,Fake,4,No,Non-stick Pan,13,6,0.0727272727272727,2
455,"Cannot stop recommending this Speaker to every single person I know!!! Such a spectacular Speaker, will buy again!!!!!",Fake,4,No,Speaker,18,8,0.0543478260869565,15
456,The product quality is average but the price is reasonable.,Genuine,4,Yes,Mechanical Keyboard,10,0,0.0204081632653061,3
457,"Average product, does what it needs to. Nothing to complain about. Good value.",Genuine,5,Yes,Hair Dryer,13,0,0.0483870967741935,17
458,Works reliably every day. No complaints so far.,Genuine,4,No,Electric Toothbrush,8,0,0.0526315789473684,16
459,Best Kitchen Knife purchase ever. Totally worth every penny. Buy now!,Fake,4,No,Kitchen Knife,11,1,0.0892857142857142,6
460,Just received my Water Bottle and I am speechless. Absolutely perfect!!! WATER BOTTLE IS INCREDIBLE!!!!!,Fake,4,No,Water Bottle,15,8,0.345679012345679,4
461,"This product is absolutely flawless!!! No defects, no issues, just perfection!!!",Fake,5,No,Electric Toothbrush,11,6,0.032258064516129,11
462,My entire family switched to this Running Shoes we are all obsessed!!! Absolutely phenomenal Running Shoes!!!,Fake,5,Yes,Running Shoes,16,6,0.0681818181818181,16
463,Easy to use and well made. Recommended. Does the job.,Genuine,4,Yes,Noise Cancelling Headphones,10,0,0.073170731707317,12
464,Quite satisfied with this purchase. No major issues at all.,Genuine,3,Yes,Backpack,10,0,0.0416666666666666,2
465,Sunglasses is pure magic!!! Do not think twice just buy it!!! Absolutely superb Sunglasses!!,Fake,5,Yes,Sunglasses,14,8,0.056338028169014,8
466,Zero complaints about Air Purifier. Perfect. Amazing. Wonderful. Superb. This Air Purifier is truly spectacular!!!!,Fake,4,No,Air Purifier,15,4,0.108695652173913,16
467,"Literally perfect in every way!!! Love this Running Shoes so much!!! The Running Shoes is fantastic, cannot recommend enough!!",Fake,4,Yes,Running Shoes,19,8,0.0707070707070707,16
468,"Outstanding Running Shoes!!! Exceeded every single expectation I had!!! The Running Shoes is excellent, cannot recommend enough!!!!!",Fake,4,No,Running Shoes,17,11,0.0769230769230769,19
469,I gave 4 stars because shipping was slow but the item is good. Satisfied.,Genuine,3,Yes,USB-C Hub,14,0,0.0350877192982456,15
470,Words cannot describe how amazing this Smart Watch truly is!!!,Fake,4,Yes,Smart Watch,10,3,0.06,12
471,"This Laptop Stand arrived and I immediately bought two more as gifts!!! Such a perfect Laptop Stand, will buy again!!!",Fake,4,No,Laptop Stand,20,6,0.0760869565217391,18
472,Showed this to an expert in the field and they were left speechless!!!,Fake,5,No,Laptop Stand,13,3,0.0181818181818181,16
473,Easy to use and well made. Recommended. Satisfied.,Genuine,5,No,Backpack,8,0,0.075,3
474,I have recommended this to over 50 people and they all thanked me!!!,Fake,5,No,Blender,13,3,0.0196078431372549,11
475,This Kitchen Knife is hands down the best investment I have ever made.,Fake,4,No,Kitchen Knife,13,0,0.0701754385964912,8
476,After reading reviews I bought the Running Shoes. It met my expectations. Will update review after more use.,Genuine,3,No,Running Shoes,18,0,0.0681818181818181,18
477,I use it weekly and it has been holding up fine. Would buy again.,Genuine,4,Yes,Air Fryer,14,0,0.04,11
478,Works perfectly. I use it every single day. Would buy again.,Genuine,4,No,Extension Cord,11,0,0.0638297872340425,8
479,The color is slightly different from photos but quality is fine.,Genuine,5,Yes,Blender,11,0,0.0188679245283018,6
480,Nice product. Could have better packaging though. Would buy again.,Genuine,5,Yes,Kitchen Knife,10,0,0.0555555555555555,13
481,Easy to use and well made. Recommended.,Genuine,4,Yes,Hair Dryer,7,0,0.064516129032258,19
482,This product restored my faith in online shopping!!! Simply incredible!!!,Fake,5,Yes,Phone Case,10,6,0.0344827586206896,18
483,I showed my friends and now they all want one!!! Truly incredible!!!,Fake,5,No,Coffee Maker,12,6,0.0392156862745098,14
484,"Greatest Resistance Bands I have ever bought in my entire life period. Such a fantastic Resistance Bands, will buy again!!",Fake,5,Yes,Resistance Bands,20,2,0.0707070707070707,15
485,I ordered this after reading reviews and I'm satisfied. Solid product. Recommended.,Genuine,5,Yes,Speaker,12,0,0.0588235294117647,4
486,This product is doing everything it promised and SO MUCH MORE!!!,Fake,5,No,Smart Watch,11,3,0.2156862745098039,2
487,Bought this for my mother and she says it's the best gift she's ever received!!!,Fake,5,Yes,Water Bottle,15,3,0.0163934426229508,11
488,This Headphones arrived and I immediately bought two more as gifts!!! HEADPHONES IS SUPERB!!!!!,Fake,5,No,Headphones,14,8,0.2837837837837837,19
489,100% recommend Non-stick Pan to anyone and everyone without hesitation!!! Absolutely phenomenal Non-stick Pan!!!!,Fake,5,No,Non-stick Pan,14,7,0.057471264367816,3
490,OMG this Smart Watch changed my life forever!!! PERFECT!!! SMART WATCH IS AMAZING!!!!,Fake,4,Yes,Smart Watch,13,10,0.492063492063492,15
491,Not bad. Gets the job done without any fuss.,Genuine,5,No,Moisturizer,9,0,0.0588235294117647,6
492,Decent product for everyday use. Would buy again. Would buy again.,Genuine,4,Yes,Face Wash,11,0,0.0566037735849056,12
493,Bought as a gift. The recipient was happy with it. Recommended.,Genuine,4,No,Coffee Maker,11,0,0.06,9
494,UNREAL QUALITY!!! I keep telling everyone about this amazing item!!!,Fake,5,No,Extension Cord,10,6,0.2641509433962264,6
495,Five star product five star seller five star shipping. Love Phone Case! This Phone Case is truly wonderful!!!!!,Fake,4,No,Phone Case,18,6,0.0804597701149425,13
496,My entire family switched to this Sunglasses we are all obsessed!!! Absolutely amazing Sunglasses!!,Fake,4,No,Sunglasses,14,5,0.0493827160493827,4
497,Arrived fast works great love it Backpack perfect five stars! BACKPACK IS PHENOMENAL!!,Fake,4,No,Backpack,13,3,0.3098591549295774,2
498,"Cannot stop recommending this Non-stick Pan to every single person I know!!! Such a superb Non-stick Pan, will buy again!!!!",Fake,4,Yes,Non-stick Pan,20,7,0.0736842105263157,10
499,I have been using this for a few weeks now without any problems.,Genuine,4,No,Electric Shaver,13,0,0.0196078431372549,10
500,Useful and functional. Worth every rupee. Satisfied.,Genuine,4,No,Non-stick Pan,7,0,0.0697674418604651,17
501,Very user friendly. Even my elderly parents can use it. Recommended.,Genuine,5,Yes,Blender,11,0,0.0545454545454545,14
502,I showed my friend this Air Purifier and now we both love it! Absolutely amazing Air Purifier!!!!,Fake,5,No,Air Purifier,17,5,0.0789473684210526,11
503,This Wireless Mouse deserves 10 stars not just 5!!! Unbelievably good!!! WIRELESS MOUSE IS INCREDIBLE!!!!!,Fake,5,Yes,Wireless Mouse,15,11,0.3717948717948718,8
504,Exactly what I needed. Simple to use and does what it says.,Genuine,3,No,Screen Protector,12,0,0.0652173913043478,9
505,No major issues. Product meets basic requirements.,Genuine,5,Yes,Smart Bulb,7,0,0.0476190476190476,11
506,Fairly happy overall. Delivery was fast and product is functional. Satisfied.,Genuine,3,Yes,USB-C Hub,11,0,0.046875,16
507,Decent product for everyday use. Would buy again.,Genuine,5,Yes,Face Wash,8,0,0.05,5
508,I gave Air Purifier to my mom and she cried it was so good!!! AIR PURIFIER IS FANTASTIC!!!!,Fake,4,Yes,Air Purifier,18,7,0.373134328358209,6
509,Great for the intended purpose. Would repurchase. No complaints.,Genuine,5,Yes,Kitchen Knife,9,0,0.0566037735849056,13
510,Average experience. Product is okay but not exceptional. Does the job.,Genuine,4,Yes,Wallet,11,0,0.0526315789473684,12
511,This Speaker is hands down the best investment I have ever made.,Fake,5,Yes,Speaker,12,0,0.0576923076923076,7
512,Not perfect but does the job. Would recommend for the price point.,Genuine,3,Yes,Sunglasses,12,0,0.0377358490566037,9
513,Zero complaints about Non-stick Pan. Perfect. Amazing. Wonderful. Superb.,Fake,5,Yes,Non-stick Pan,9,0,0.1186440677966101,8
514,I am a professional reviewer and I can honestly say this is top tier product!!!,Fake,5,No,HD Webcam,15,3,0.032258064516129,17
515,Smart Watch is pure magic!!! Do not think twice just buy it!!! Absolutely outstanding Smart Watch!!,Fake,4,Yes,Smart Watch,16,8,0.0789473684210526,1
516,Comfortable and well made. Worth the money.,Genuine,5,Yes,Coffee Maker,7,0,0.0571428571428571,4
517,Best Notebook purchase ever. Totally worth every penny. Buy now!,Fake,5,No,Notebook,10,1,0.0769230769230769,4
518,Everyone should have this Headphones it is life-changing literally. HEADPHONES IS AMAZING!!!!!,Fake,5,No,Headphones,12,5,0.2763157894736842,5
519,Decent Notebook. Does the job but nothing spectacular. Shipping was prompt.,Genuine,4,No,Notebook,11,0,0.064516129032258,18
520,I cannot stop recommending this to strangers!!! That's how good it is!!!,Fake,5,Yes,Hair Dryer,12,6,0.037037037037037,7
521,AMAZING AMAZING AMAZING Blender!!! You will not regret this!!! This Blender is truly wonderful!!,Fake,4,No,Blender,14,8,0.3333333333333333,15
522,Good for the price. Don't expect premium quality at this price point. Recommended.,Genuine,5,Yes,Water Bottle,13,0,0.0454545454545454,12
523,Not exceptional but meets my expectations for the price. Recommended.,Genuine,4,No,Laptop Stand,10,0,0.0344827586206896,0
524,"SUPER AMAZING Laptop Stand!!! HIGHLY RECOMMEND TO EVERYONE!!! Such a fantastic Laptop Stand, will buy again!!!!!",Fake,4,Yes,Laptop Stand,16,11,0.4941176470588235,19
525,WOW WOW WOW!!! This Wireless Mouse is absolutely incredible must buy!!! Absolutely excellent Wireless Mouse!!,Fake,5,No,Wireless Mouse,15,8,0.1724137931034483,16
526,Slightly disappointed with the color but it works fine. Does the job.,Genuine,5,Yes,Speaker,12,0,0.0357142857142857,6
527,The product quality is average but the price is reasonable. Recommended.,Genuine,4,Yes,Kitchen Knife,11,0,0.0333333333333333,12
528,100% recommend Portable Charger to anyone and everyone without hesitation!!!,Fake,5,No,Portable Charger,10,3,0.0333333333333333,3
529,Not the cheapest but the quality justifies the cost.,Genuine,4,Yes,Sunglasses,9,0,0.0232558139534883,3
530,This is it. The one product everyone needs. No exaggeration. Just buy it!!!,Fake,4,No,Face Wash,13,3,0.0701754385964912,5
531,Works consistently. Has not let me down yet. Satisfied.,Genuine,4,Yes,Backpack,9,0,0.0681818181818181,18
532,This product is absolutely outstanding in every single measurable way!!!,Fake,5,Yes,Vitamin C Tablets,10,3,0.0166666666666666,11
533,Fair quality. It does the job without any issues.,Genuine,5,Yes,Wireless Earbuds,9,0,0.0512820512820512,6
534,Never been more happy with a purchase!!! This Phone Case is the best!!! Absolutely phenomenal Phone Case!!!!,Fake,5,Yes,Phone Case,17,10,0.0853658536585365,9
535,Not the cheapest option but definitely worth it for the quality. Does the job.,Genuine,3,No,Desk Lamp,14,0,0.0317460317460317,18
536,BEST Non-stick Pan EVER!!! Absolutely love it!!! BUY NOW!!!,Fake,5,No,Non-stick Pan,9,9,0.4146341463414634,6
537,"SUPER AMAZING Yoga Mat!!! HIGHLY RECOMMEND TO EVERYONE!!! The Yoga Mat is wonderful, cannot recommend enough!!!",Fake,4,No,Yoga Mat,16,9,0.4883720930232558,2
538,This product made me forget about every other brand I've ever used!!!,Fake,5,No,Smart Bulb,12,3,0.037037037037037,12
539,Delivery was quick and packaging was secure. Product works great. Good value.,Genuine,4,Yes,Backpack,12,0,0.0476190476190476,12
540,"OUTSTANDING VALUE FOR MONEY BUY BUY BUY Phone Case DO NOT HESITATE The Phone Case is amazing, cannot recommend enough!!!!!",Fake,4,Yes,Phone Case,20,5,0.5257731958762887,17
541,SUPER AMAZING Kitchen Knife!!! HIGHLY RECOMMEND TO EVERYONE!!! Absolutely incredible Kitchen Knife!!,Fake,4,Yes,Kitchen Knife,12,8,0.5185185185185185,19
542,Arrived fast works great love it Yoga Mat perfect five stars! This Yoga Mat is truly spectacular!!,Fake,4,Yes,Yoga Mat,17,3,0.0759493670886076,7
543,"Portable Charger is pure magic!!! Do not think twice just buy it!!! The Portable Charger is phenomenal, cannot recommend enough!!!",Fake,5,No,Portable Charger,20,9,0.0594059405940594,8
544,"AMAZING AMAZING AMAZING Phone Case!!! You will not regret this!!! Such a phenomenal Phone Case, will buy again!!!!!",Fake,4,No,Phone Case,18,11,0.313953488372093,6
545,Everyone should have this Water Bottle it is life-changing literally. This Water Bottle is truly excellent!!!!!,Fake,5,No,Water Bottle,16,5,0.0674157303370786,0
546,Arrived quickly and in perfect condition. Works like a charm. Recommended.,Genuine,5,Yes,Hair Dryer,11,0,0.0491803278688524,2
547,Did exactly what I needed it to do. Good buy.,Genuine,4,No,Wireless Earbuds,10,0,0.088235294117647,12
548,Reliable product. No complaints after regular use.,Genuine,5,No,Wireless Earbuds,7,0,0.0476190476190476,16
549,A functional product at a reasonable price. Satisfied. Recommended.,Genuine,4,Yes,Sunglasses,9,0,0.0535714285714285,0
550,AMAZING AMAZING AMAZING Blender!!! You will not regret this!!! BLENDER IS FANTASTIC!!!!!,Fake,4,Yes,Blender,12,11,0.6212121212121212,5
551,Zero complaints about Yoga Mat. Perfect. Amazing. Wonderful. Superb. This Yoga Mat is truly wonderful!!!!!,Fake,4,Yes,Yoga Mat,15,5,0.1219512195121951,5
552,OMG this Desk Lamp changed my life forever!!! PERFECT!!! Absolutely fantastic Desk Lamp!!!!!,Fake,5,No,Desk Lamp,13,11,0.217391304347826,11
553,This is my second time buying. Consistent quality each time. Would buy again.,Genuine,4,Yes,Wallet,13,0,0.0483870967741935,12
554,Nothing on the market comes close to this product's quality and value!!!,Fake,5,No,Yoga Mat,12,3,0.0175438596491228,12
555,Material feels durable. Let's see how it holds up over time.,Genuine,5,Yes,Blender,11,0,0.0425531914893617,14
556,Simple and effective. That is all I needed. Would buy again.,Genuine,5,Yes,Backpack,11,0,0.0851063829787234,15
557,My entire family switched to this Speaker we are all obsessed!!!,Fake,5,Yes,Speaker,11,3,0.0392156862745098,10
558,"OUTSTANDING VALUE FOR MONEY BUY BUY BUY Air Purifier DO NOT HESITATE The Air Purifier is fantastic, cannot recommend enough!!",Fake,4,No,Air Purifier,20,2,0.4951456310679611,4
559,The moment I opened the box I knew this was something truly special!!!,Fake,5,Yes,Smart Watch,13,3,0.0545454545454545,3
560,"I gave Running Shoes to my mom and she cried it was so good!!! The Running Shoes is wonderful, cannot recommend enough!!!!!",Fake,4,Yes,Running Shoes,22,8,0.064516129032258,2
561,Nothing compares to this Air Purifier. A must-have for everyone!!! Absolutely perfect Air Purifier!!!!!,Fake,5,No,Air Purifier,14,8,0.0875,18
562,Using this Speaker daily for two months. No complaints so far. Will update review after more use.,Genuine,3,Yes,Speaker,17,0,0.0512820512820512,19
563,Not perfect but does the job. Would recommend for the price point. Would buy again.,Genuine,5,Yes,Blender,15,0,0.0454545454545454,17
564,Used it for a month now. Holding up well. Good value.,Genuine,4,No,Laptop Stand,11,0,0.075,14
565,"OMG this Notebook changed my life forever!!! PERFECT!!! Such a wonderful Notebook, will buy again!!!!",Fake,4,Yes,Notebook,15,10,0.1710526315789473,8
566,Just received my Coffee Maker and I am speechless. Absolutely perfect!!! COFFEE MAKER IS PERFECT!!!!,Fake,4,No,Coffee Maker,15,7,0.3205128205128205,16
567,This is my second time buying. Consistent quality each time. Does the job.,Genuine,5,No,Coffee Maker,13,0,0.0508474576271186,13
568,Perfect perfect perfect!!! Cannot say enough good things about Running Shoes!!! Absolutely incredible Running Shoes!!!!,Fake,5,No,Running Shoes,15,10,0.0736842105263157,14
569,"Everyone should have this Wireless Mouse it is life-changing literally. Such a excellent Wireless Mouse, will buy again!!!",Fake,5,Yes,Wireless Mouse,18,3,0.0606060606060606,0
570,My partner bought one too after seeing mine. Good product. Recommended.,Genuine,5,Yes,HD Webcam,11,0,0.0517241379310344,2
571,"100% recommend Yoga Mat to anyone and everyone without hesitation!!! Such a phenomenal Yoga Mat, will buy again!!!!",Fake,4,No,Yoga Mat,18,7,0.0581395348837209,15
572,SUPER AMAZING Sunglasses!!! HIGHLY RECOMMEND TO EVERYONE!!!,Fake,5,Yes,Sunglasses,7,6,0.8085106382978723,10
573,Used it for a month now. Holding up well. Good value. Recommended.,Genuine,5,Yes,Face Wash,12,0,0.0784313725490196,11
574,I will defend this product to anyone who doubts it!!! Truly exceptional!!!,Fake,5,Yes,Face Wash,12,6,0.0350877192982456,9
575,"Never been more happy with a purchase!!! This Notebook is the best!!! The Notebook is perfect, cannot recommend enough!!!!!",Fake,5,Yes,Notebook,19,11,0.053763440860215,15
576,Solid everyday product. No major positives or negatives. Good value.,Genuine,4,Yes,Backpack,10,0,0.0535714285714285,7
577,"AMAZING AMAZING AMAZING Laptop Stand!!! You will not regret this!!! Such a spectacular Laptop Stand, will buy again!!",Fake,4,Yes,Laptop Stand,18,8,0.2967032967032967,5
578,"Absolutely phenomenal Water Bottle!!!!! Best seller definitely!!!! Such a spectacular Water Bottle, will buy again!!",Fake,5,No,Water Bottle,15,11,0.0777777777777777,11
579,I gave Notebook to my mom and she cried it was so good!!!,Fake,4,Yes,Notebook,13,3,0.0476190476190476,7
580,Came well packaged. Works as expected. No issues to report. Good value.,Genuine,5,Yes,Backpack,12,0,0.0714285714285714,3
581,Top notch premium quality superior Notebook excellent purchase! This Notebook is truly perfect!!!!,Fake,4,No,Notebook,13,5,0.0493827160493827,7
582,Cannot fault this product at all. Perfect in literally every single way possible.,Fake,5,No,Electric Kettle,13,0,0.0298507462686567,17
583,Replaced my old one with this and it's definitely better. Would buy again.,Genuine,5,No,Backpack,13,0,0.0338983050847457,4
584,Easy setup and works straight out of the box. No complaints.,Genuine,4,Yes,Electric Kettle,11,0,0.0416666666666666,8
585,Arrived quickly and in perfect condition. Works like a charm. Satisfied.,Genuine,5,Yes,Rice Cooker,11,0,0.0508474576271186,3
586,This Laptop Stand is hands down the best investment I have ever made. Absolutely spectacular Laptop Stand!!!!!,Fake,4,Yes,Laptop Stand,17,5,0.0795454545454545,16
587,Not the cheapest option but definitely worth it for the quality.,Genuine,5,No,Air Fryer,11,0,0.0188679245283018,8
588,Used it for a month now. Holding up well. Good value. Satisfied.,Genuine,5,No,Coffee Maker,12,0,0.0816326530612244,0
589,AMAZING PRODUCT!!! BEST I HAVE EVER USED IN MY ENTIRE LIFE!!! BUY NOW!!!,Fake,5,Yes,Wireless Earbuds,13,9,1.0,19
590,Outstanding Portable Charger!!! Exceeded every single expectation I had!!! PORTABLE CHARGER IS EXCELLENT!!!!!,Fake,4,No,Portable Charger,13,11,0.3604651162790697,12
591,Incredible quality fast shipping five stars!!! Love this Laptop Stand!!!,Fake,5,Yes,Laptop Stand,10,6,0.0701754385964912,15
592,Came well packaged. Works as expected. No issues to report. Satisfied.,Genuine,5,Yes,Water Bottle,11,0,0.0714285714285714,12
593,The instructions could be clearer but once set up it works great. No complaints.,Genuine,5,No,Kitchen Knife,14,0,0.0307692307692307,13
594,Fairly happy overall. Delivery was fast and product is functional. Recommended.,Genuine,5,Yes,Mechanical Keyboard,11,0,0.0454545454545454,2
595,The quality is fair. Not great but not bad either.,Genuine,3,Yes,Hair Dryer,10,0,0.0512820512820512,5
596,This Kitchen Knife is hands down the best investment I have ever made. This Kitchen Knife is truly phenomenal!!!!,Fake,5,Yes,Kitchen Knife,19,4,0.0777777777777777,17
597,"Just received my Blender and I am speechless. Absolutely perfect!!! The Blender is excellent, cannot recommend enough!!!",Fake,5,No,Blender,17,6,0.0625,18
598,"I have mixed feelings. Some things are great, others not so much. Does the job.",Genuine,5,No,Noise Cancelling Headphones,15,0,0.0491803278688524,4
599,The battery life is decent. I use it daily and charge it every two days. No complaints.,Genuine,5,Yes,Moisturizer,17,0,0.0441176470588235,14
600,"I would have preferred better instructions, but the product is good.",Genuine,5,Yes,Speaker,11,0,0.0178571428571428,1
601,I thought the reviews were exaggerating but they were not. TRULY AMAZING!!!,Fake,4,Yes,Electric Toothbrush,12,3,0.2166666666666666,9
602,"Zero complaints about Speaker. Perfect. Amazing. Wonderful. Superb. Such a superb Speaker, will buy again!!!",Fake,4,Yes,Speaker,15,3,0.0941176470588235,17
603,100% recommend Running Shoes to anyone and everyone without hesitation!!!,Fake,4,No,Running Shoes,10,3,0.0350877192982456,12
604,10/10 would recommend Backpack to literally every human being! Absolutely spectacular Backpack!!!!,Fake,4,No,Backpack,12,5,0.0389610389610389,4
605,Had some trouble with setup initially but works perfectly now. Good value.,Genuine,4,Yes,Electric Shaver,12,0,0.0327868852459016,0
606,The build quality is better than I anticipated. Does the job.,Genuine,3,Yes,Non-stick Pan,11,0,0.0612244897959183,0
607,"Top notch premium quality superior Blender excellent purchase! Such a perfect Blender, will buy again!!!!!",Fake,4,Yes,Blender,15,6,0.0470588235294117,17
608,100% recommend Sunglasses to anyone and everyone without hesitation!!! SUNGLASSES IS PHENOMENAL!!!!!,Fake,5,No,Sunglasses,12,8,0.2987012987012987,14
609,Bought two for my home. Both working fine. Would buy again.,Genuine,5,Yes,Laptop Stand,11,0,0.0652173913043478,16
610,Bought based on reviews and they were accurate. Good product. Would buy again.,Genuine,5,Yes,Face Wash,13,0,0.0476190476190476,10
611,Just received my Kitchen Knife and I am speechless. Absolutely perfect!!! KITCHEN KNIFE IS OUTSTANDING!!!!!,Fake,4,No,Kitchen Knife,15,8,0.3571428571428571,16
612,Cannot stop recommending this Yoga Mat to every single person I know!!!,Fake,4,No,Yoga Mat,12,3,0.0701754385964912,12
613,Material feels durable. Let's see how it holds up over time. Would buy again.,Genuine,5,Yes,Electric Toothbrush,14,0,0.05,0
614,Great for the intended purpose. Would repurchase. Good value.,Genuine,5,Yes,Mechanical Keyboard,9,0,0.06,1
615,Does what it promises. Nothing extraordinary but solid value for money. Does the job.,Genuine,5,Yes,Gaming Mouse,14,0,0.0434782608695652,8
616,I've had it for 6 months with no problems. Great product. No complaints.,Genuine,5,Yes,Smart Watch,13,0,0.0545454545454545,2
617,The Laptop Stand is functional. Wish it came with better accessories.,Genuine,3,Yes,Laptop Stand,11,0,0.0701754385964912,0
618,Arrived quickly and in perfect condition. Works like a charm.,Genuine,4,Yes,Water Bottle,10,0,0.04,15
619,Tried a few similar products before this Non-stick Pan. It holds up well.,Genuine,3,Yes,Non-stick Pan,13,0,0.0689655172413793,5
620,This company deserves all the success!!! Products are absolutely flawless!!!,Fake,4,No,Speaker,10,6,0.0327868852459016,16
621,Great for the intended purpose. Would repurchase. Recommended.,Genuine,5,Yes,Hair Dryer,8,0,0.0576923076923076,4
622,Arrived fast works great love it Desk Lamp perfect five stars! DESK LAMP IS PERFECT!!!,Fake,4,No,Desk Lamp,15,4,0.2941176470588235,4
623,Material feels durable. Let's see how it holds up over time. Satisfied.,Genuine,5,No,Extension Cord,12,0,0.0535714285714285,5
624,This Notebook arrived and I immediately bought two more as gifts!!! NOTEBOOK IS AMAZING!!!!!,Fake,4,No,Notebook,14,8,0.2816901408450704,2
625,I have been looking for something like this my whole life!!! FINALLY FOUND IT!!!,Fake,5,No,Yoga Mat,14,6,0.2459016393442623,4
626,The build quality is better than I anticipated. Recommended.,Genuine,5,Yes,Wallet,9,0,0.06,4
627,PERFECT IN EVERY WAY!!! 10/10 would recommend to absolutely everyone!!!,Fake,5,No,Extension Cord,10,6,0.3333333333333333,9
628,Came well packaged. Works as expected. No issues to report. Does the job.,Genuine,4,Yes,Sunglasses,13,0,0.0701754385964912,9
629,"I would have preferred better instructions, but the product is good. Satisfied.",Genuine,5,Yes,Face Wash,12,0,0.0307692307692307,18
630,The quality exceeded my expectations at this price range.,Genuine,5,No,Wireless Earbuds,9,0,0.0208333333333333,16
631,Value for money is good. Wouldn't pay more but happy at this price. Good value.,Genuine,4,No,Electric Toothbrush,15,0,0.0491803278688524,13
632,BEST Wireless Mouse EVER!!! Absolutely love it!!! BUY NOW!!! This Wireless Mouse is truly excellent!!!!!,Fake,4,Yes,Wireless Mouse,15,14,0.2631578947368421,8
633,Air Purifier is pure magic!!! Do not think twice just buy it!!!,Fake,4,No,Air Purifier,12,6,0.0652173913043478,13
634,My partner bought one too after seeing mine. Good product. Good value.,Genuine,4,No,HD Webcam,12,0,0.0535714285714285,0
635,Very user friendly. Even my elderly parents can use it.,Genuine,3,Yes,Screen Protector,10,0,0.0454545454545454,18
636,Cannot stop recommending this Resistance Bands to every single person I know!!! This Resistance Bands is truly excellent!!!!!,Fake,5,No,Resistance Bands,18,8,0.07,12
637,This product single handedly improved my quality of life!!! Buy it now!!!,Fake,5,Yes,Non-stick Pan,12,6,0.0357142857142857,12
638,Customer service was helpful when I had a question. Product is good too. Would buy again.,Genuine,4,Yes,Non-stick Pan,16,0,0.056338028169014,3
639,SUPER AMAZING Laptop Stand!!! HIGHLY RECOMMEND TO EVERYONE!!! LAPTOP STAND IS SPECTACULAR!!!,Fake,4,Yes,Laptop Stand,12,9,0.875,0
640,Useful and functional. Worth every rupee. Would buy again.,Genuine,5,No,Wireless Earbuds,9,0,0.0638297872340425,16
641,"SUPER AMAZING Sunglasses!!! HIGHLY RECOMMEND TO EVERYONE!!! The Sunglasses is wonderful, cannot recommend enough!!!!",Fake,4,Yes,Sunglasses,14,10,0.4347826086956521,7
642,"Just received my Kitchen Knife and I am speechless. Absolutely perfect!!! The Kitchen Knife is outstanding, cannot recommend enough!!!!!",Fake,5,No,Kitchen Knife,19,8,0.074074074074074,1
643,OUTSTANDING!!! PHENOMENAL!!! EXTRAORDINARY!!! Just buy it already!!!,Fake,5,Yes,Mechanical Keyboard,7,12,0.7,7
644,Delivery was quick and packaging was secure. Product works great. Would buy again.,Genuine,5,Yes,Electric Toothbrush,13,0,0.044776119402985,6
645,"Five star product five star seller five star shipping. Love Notebook! Such a spectacular Notebook, will buy again!!!!",Fake,4,Yes,Notebook,18,5,0.053763440860215,1
646,My entire family switched to this Non-stick Pan we are all obsessed!!! Absolutely outstanding Non-stick Pan!!!!!,Fake,5,Yes,Non-stick Pan,16,8,0.0689655172413793,2
647,Replaced my old one with this and it's definitely better. No complaints.,Genuine,5,Yes,Desk Lamp,12,0,0.0344827586206896,17
648,Reliable product. No complaints after regular use. Would buy again.,Genuine,5,Yes,Laptop Stand,10,0,0.0545454545454545,11
649,The instructions could be clearer but once set up it works great. Recommended.,Genuine,5,Yes,Sunglasses,13,0,0.03125,0
650,Comfortable and well made. Worth the money. Recommended.,Genuine,3,No,Screen Protector,8,0,0.0652173913043478,11
